Year	Month	Day	Hour	Minute	Second	Millisecond	Longitude	Latitude	Altitude
2019	3	16	22	3	10	0	-142.577395	12.30654929	400.9737041
2019	3	16	22	3	15	0	-142.5392808	12.6273305	401.0243354
2019	3	16	22	3	20	0	-142.5010202	12.94808905	401.0760966
2019	3	16	22	3	25	0	-142.462609	13.26882433	401.1289673
2019	3	16	22	3	30	0	-142.4240429	13.58953575	401.1830357
2019	3	16	22	3	35	0	-142.3853175	13.9102227	401.2382828
2019	3	16	22	3	40	0	-142.3464287	14.23088456	401.2946665
2019	3	16	22	3	45	0	-142.3073719	14.55152073	401.3524501
2019	3	16	22	3	50	0	-142.2681427	14.8721306	401.4118138
2019	3	16	22	3	55	0	-142.2287367	15.19271355	401.4723573
2019	3	16	22	4	0	0	-142.1891494	15.51326895	401.5336222
2019	3	16	22	4	5	0	-142.1493761	15.83379619	401.5957244
2019	3	16	22	4	10	0	-142.1094123	16.15429465	401.6590633
2019	3	16	22	4	15	0	-142.0692533	16.47476368	401.7236761
2019	3	16	22	4	20	0	-142.0288943	16.79520268	401.7894416
2019	3	16	22	4	25	0	-141.9883306	17.11561099	401.8562274
2019	3	16	22	4	30	0	-141.9475573	17.43598799	401.9240084
2019	3	16	22	4	35	0	-141.9065695	17.75633303	401.9928297
2019	3	16	22	4	40	0	-141.8653623	18.07664546	402.0627302
2019	3	16	22	4	45	0	-141.8239307	18.39692465	402.1336642
2019	3	16	22	4	50	0	-141.7822695	18.71716993	402.2056432
2019	3	16	22	4	55	0	-141.7403737	19.03738066	402.278677
2019	3	16	22	5	0	0	-141.6982379	19.35755617	402.352719
2019	3	16	22	5	5	0	-141.655857	19.6776958	402.4277516
2019	3	16	22	5	10	0	-141.6132256	19.99779888	402.5038238
2019	3	16	22	5	15	0	-141.5703383	20.31786473	402.580898
2019	3	16	22	5	20	0	-141.5271895	20.63789269	402.658949
2019	3	16	22	5	25	0	-141.4837737	20.95788207	402.7379949
2019	3	16	22	5	30	0	-141.4400852	21.27783217	402.8180319
2019	3	16	22	5	35	0	-141.3961184	21.59774232	402.899079
2019	3	16	22	5	40	0	-141.3518673	21.9176118	402.9811279
2019	3	16	22	5	45	0	-141.3073261	22.23743992	403.0640221
2019	3	16	22	5	50	0	-141.2624888	22.55722598	403.1476081
2019	3	16	22	5	55	0	-141.2173494	22.87696924	403.2321022
2019	3	16	22	6	0	0	-141.1719016	23.196669	403.3176363
2019	3	16	22	6	5	0	-141.1261392	23.51632452	403.4041003
2019	3	16	22	6	10	0	-141.0800558	23.83593508	403.4914416
2019	3	16	22	6	15	0	-141.0336451	24.15549993	403.5797354
2019	3	16	22	6	20	0	-140.9869003	24.47501833	403.6689774
2019	3	16	22	6	25	0	-140.9398149	24.79448952	403.7590826
2019	3	16	22	6	30	0	-140.8923821	25.11391274	403.8499684
2019	3	16	22	6	35	0	-140.844595	25.43328723	403.9415981
2019	3	16	22	6	40	0	-140.7964467	25.7526122	404.0340946
2019	3	16	22	6	45	0	-140.7479299	26.07188687	404.1276356
2019	3	16	22	6	50	0	-140.6990375	26.39111045	404.2221294
2019	3	16	22	6	55	0	-140.6497621	26.71028214	404.3174339
2019	3	16	22	7	0	0	-140.6000963	27.02940112	404.4135346
2019	3	16	22	7	5	0	-140.5500324	27.34846658	404.5103627
2019	3	16	22	7	10	0	-140.4995627	27.66747769	404.6078086
2019	3	16	22	7	15	0	-140.4486794	27.98643361	404.7058807
2019	3	16	22	7	20	0	-140.3973744	28.30533349	404.8046551
2019	3	16	22	7	25	0	-140.3456395	28.62417647	404.9041861
2019	3	16	22	7	30	0	-140.2934664	28.94296168	405.0045195
2019	3	16	22	7	35	0	-140.2408468	29.26168825	405.1056027
2019	3	16	22	7	40	0	-140.187772	29.58035527	405.2072843
2019	3	16	22	7	45	0	-140.1342331	29.89896185	405.309553
2019	3	16	22	7	50	0	-140.0802214	30.21750706	405.412489
2019	3	16	22	7	55	0	-140.0257276	30.53598999	405.5161055
2019	3	16	22	8	0	0	-139.9707425	30.85440968	405.620322
2019	3	16	22	8	5	0	-139.9152567	31.17276519	405.7250854
2019	3	16	22	8	10	0	-139.8592604	31.49105554	405.8304596
2019	3	16	22	8	15	0	-139.802744	31.80927975	405.9366367
2019	3	16	22	8	20	0	-139.7456973	32.12743682	406.0434952
2019	3	16	22	8	25	0	-139.6881102	32.44552574	406.1507382
2019	3	16	22	8	30	0	-139.6299722	32.76354549	406.2582934
2019	3	16	22	8	35	0	-139.5712727	33.08149501	406.3664382
2019	3	16	22	8	40	0	-139.5120009	33.39937324	406.4752589
2019	3	16	22	8	45	0	-139.4521456	33.71717911	406.5846068
2019	3	16	22	8	50	0	-139.3916957	34.03491151	406.694415
2019	3	16	22	8	55	0	-139.3306396	34.35256934	406.8046859
2019	3	16	22	9	0	0	-139.2689655	34.67015146	406.9153419
2019	3	16	22	9	5	0	-139.2066613	34.98765671	407.0264102
2019	3	16	22	9	10	0	-139.1437149	35.30508393	407.1379649
2019	3	16	22	9	15	0	-139.0801137	35.6224319	407.2499933
2019	3	16	22	9	20	0	-139.0158449	35.93969943	407.3623761
2019	3	16	22	9	25	0	-138.9508954	36.25688526	407.4750603
2019	3	16	22	9	30	0	-138.8852518	36.57398815	407.5881015
2019	3	16	22	9	35	0	-138.8189006	36.89100679	407.7014987
2019	3	16	22	9	40	0	-138.7518276	37.20793988	407.8151499
2019	3	16	22	9	45	0	-138.6840188	37.52478609	407.929007
2019	3	16	22	9	50	0	-138.6154594	37.84154404	408.0431243
2019	3	16	22	9	55	0	-138.5461345	38.15821236	408.1574298
2019	3	16	22	10	0	0	-138.4760289	38.47478962	408.2718383
2019	3	16	22	10	5	0	-138.405127	38.79127438	408.3866123
2019	3	16	22	10	10	0	-138.3334128	39.10766515	408.5020254
2019	3	16	22	10	15	0	-138.2608699	39.42396044	408.617663
2019	3	16	22	10	20	0	-138.1874817	39.7401587	408.7328605
2019	3	16	22	10	25	0	-138.1132309	40.05625835	408.8475569
2019	3	16	22	10	30	0	-138.0381001	40.3722578	408.9626122
2019	3	16	22	10	35	0	-137.9620713	40.68815539	409.0783779
2019	3	16	22	10	40	0	-137.8851262	41.00394944	409.1945694
2019	3	16	22	10	45	0	-137.8072458	41.31963825	409.3108772
2019	3	16	22	10	50	0	-137.7284109	41.63522004	409.4273703
2019	3	16	22	10	55	0	-137.6486018	41.95069303	409.5439608
2019	3	16	22	11	0	0	-137.5677981	42.26605538	409.6605408
2019	3	16	22	11	5	0	-137.4859792	42.58130519	409.7772466
2019	3	16	22	11	10	0	-137.4031237	42.89644054	409.8941798
2019	3	16	22	11	15	0	-137.3192098	43.21145946	410.011098
2019	3	16	22	11	20	0	-137.2342152	43.52635992	410.1279368
2019	3	16	22	11	25	0	-137.1481168	43.84113985	410.2449016
2019	3	16	22	11	30	0	-137.0608912	44.15579712	410.3619245
2019	3	16	22	11	35	0	-136.9725141	44.47032955	410.4788941
2019	3	16	22	11	40	0	-136.8829609	44.78473492	410.5959039
2019	3	16	22	11	45	0	-136.7922059	45.09901092	410.7129161
2019	3	16	22	11	50	0	-136.7002232	45.4131552	410.8297557
2019	3	16	22	11	55	0	-136.606986	45.72716536	410.9464691
2019	3	16	22	12	0	0	-136.5124665	46.04103892	411.0631306
2019	3	16	22	12	5	0	-136.4166367	46.35477332	411.1796021
2019	3	16	22	12	10	0	-136.3194674	46.66836596	411.2958654
2019	3	16	22	12	15	0	-136.2209287	46.98181415	411.412042
2019	3	16	22	12	20	0	-136.12099	47.29511513	411.5280834
2019	3	16	22	12	25	0	-136.0196198	47.60826607	411.6438739
2019	3	16	22	12	30	0	-135.9167855	47.92126406	411.7595073
2019	3	16	22	12	35	0	-135.8124539	48.23410609	411.8750647
2019	3	16	22	12	40	0	-135.7065907	48.54678908	411.9904304
2019	3	16	22	12	45	0	-135.5991607	48.85930986	412.105514
2019	3	16	22	12	50	0	-135.4901274	49.17166517	412.2203297
2019	3	16	22	12	55	0	-135.3794536	49.48385163	412.3349023
2019	3	16	22	13	0	0	-135.2671008	49.79586579	412.4492954
2019	3	16	22	13	5	0	-135.1530295	50.10770409	412.5634796
2019	3	16	22	13	10	0	-135.0371989	50.41936285	412.6774273
2019	3	16	22	13	15	0	-134.9195671	50.73083828	412.7910469
2019	3	16	22	13	20	0	-134.8000909	51.04212649	412.9042107
2019	3	16	22	13	25	0	-134.6787256	51.35322344	413.0170129
2019	3	16	22	13	30	0	-134.5554255	51.664125	413.129667
2019	3	16	22	13	35	0	-134.4301431	51.97482688	413.2420344
2019	3	16	22	13	40	0	-134.3028298	52.28532467	413.3538438
2019	3	16	22	13	45	0	-134.1734353	52.5956138	413.4654293
2019	3	16	22	13	50	0	-134.0419077	52.90568957	413.5772437
2019	3	16	22	13	55	0	-133.9081935	53.21554712	413.6888047
2019	3	16	22	14	0	0	-133.7722375	53.52518142	413.7990999
2019	3	16	22	14	5	0	-133.6339828	53.8345873	413.9078173
2019	3	16	22	14	10	0	-133.4933704	54.14375939	414.0158038
2019	3	16	22	14	15	0	-133.3503398	54.45269214	414.1237179
2019	3	16	22	14	20	0	-133.2048281	54.76137983	414.2316781
2019	3	16	22	14	25	0	-133.0567706	55.06981652	414.3394973
2019	3	16	22	14	30	0	-132.9061005	55.37799607	414.4468271
2019	3	16	22	14	35	0	-132.7527484	55.68591215	414.5537414
2019	3	16	22	14	40	0	-132.5966429	55.99355817	414.6604039
2019	3	16	22	14	45	0	-132.4377101	56.30092733	414.7662219
2019	3	16	22	14	50	0	-132.2758736	56.60801257	414.8709628
2019	3	16	22	14	55	0	-132.1110541	56.91480658	414.9754682
2019	3	16	22	15	0	0	-131.9431701	57.22130179	415.0802753
2019	3	16	22	15	5	0	-131.7721367	57.52749036	415.1844458
2019	3	16	22	15	10	0	-131.5978663	57.83336412	415.2873803
2019	3	16	22	15	15	0	-131.4202681	58.13891464	415.3899741
2019	3	16	22	15	20	0	-131.2392482	58.44413315	415.4925244
2019	3	16	22	15	25	0	-131.0547092	58.74901054	415.5942669
2019	3	16	22	15	30	0	-130.8665502	59.05353736	415.6948518
2019	3	16	22	15	35	0	-130.6746666	59.3577038	415.7948731
2019	3	16	22	15	40	0	-130.4789502	59.66149965	415.8946523
2019	3	16	22	15	45	0	-130.2792883	59.96491431	415.994089
2019	3	16	22	15	50	0	-130.0755646	60.26793677	416.0927619
2019	3	16	22	15	55	0	-129.8676581	60.57055555	416.1902242
2019	3	16	22	16	0	0	-129.6554432	60.87275874	416.2866498
2019	3	16	22	16	5	0	-129.4387897	61.17453392	416.3824541
2019	3	16	22	16	10	0	-129.2175624	61.47586816	416.4775449
2019	3	16	22	16	15	0	-128.9916209	61.77674802	416.5717399
2019	3	16	22	16	20	0	-128.7608193	62.07715947	416.6653134
2019	3	16	22	16	25	0	-128.5250059	62.37708791	416.7582204
2019	3	16	22	16	30	0	-128.2840234	62.6765181	416.8501235
2019	3	16	22	16	35	0	-128.037708	62.97543418	416.941299
2019	3	16	22	16	40	0	-127.7858895	63.27381957	417.0322391
2019	3	16	22	16	45	0	-127.5283909	63.57165699	417.1224945
2019	3	16	22	16	50	0	-127.2650279	63.86892839	417.2116785
2019	3	16	22	16	55	0	-126.9956091	64.16561493	417.300434
2019	3	16	22	17	0	0	-126.7199349	64.46169691	417.3894066
2019	3	16	22	17	5	0	-126.4377979	64.75715378	417.477857
2019	3	16	22	17	10	0	-126.1489819	65.05196401	417.5642875
2019	3	16	22	17	15	0	-125.8532619	65.34610512	417.648518
2019	3	16	22	17	20	0	-125.5504035	65.63955357	417.7315845
2019	3	16	22	17	25	0	-125.2401624	65.93228475	417.8142438
2019	3	16	22	17	30	0	-124.9222842	66.22427286	417.8961198
2019	3	16	22	17	35	0	-124.5965036	66.51549091	417.976545
2019	3	16	22	17	40	0	-124.2625443	66.80591061	418.0556637
2019	3	16	22	17	45	0	-123.920118	67.09550231	418.1338303
2019	3	16	22	17	50	0	-123.5689241	67.38423492	418.2109623
2019	3	16	22	17	55	0	-123.2086494	67.67207583	418.2869825
2019	3	16	22	18	0	0	-122.838967	67.95899083	418.362161
2019	3	16	22	18	5	0	-122.4595359	68.24494402	418.4365305
2019	3	16	22	18	10	0	-122.0700006	68.52989768	418.5097483
2019	3	16	22	18	15	0	-121.6699901	68.81381221	418.5819456
2019	3	16	22	18	20	0	-121.2591174	69.09664599	418.6538538
2019	3	16	22	18	25	0	-120.8369789	69.37835529	418.7256612
2019	3	16	22	18	30	0	-120.4031532	69.65889412	418.796617
2019	3	16	22	18	35	0	-119.9572013	69.93821409	418.8659868
2019	3	16	22	18	40	0	-119.4986648	70.21626431	418.9336222
2019	3	16	22	18	45	0	-119.0270659	70.49299121	418.9996164
2019	3	16	22	18	50	0	-118.5419065	70.76833839	419.0641364
2019	3	16	22	18	55	0	-118.0426672	71.04224647	419.1274554
2019	3	16	22	19	0	0	-117.5288068	71.31465287	419.1896349
2019	3	16	22	19	5	0	-116.9997614	71.58549168	419.2506492
2019	3	16	22	19	10	0	-116.4549441	71.85469343	419.310618
2019	3	16	22	19	15	0	-115.8937439	72.12218489	419.3697182
2019	3	16	22	19	20	0	-115.3155253	72.38788885	419.4279153
2019	3	16	22	19	25	0	-114.7196277	72.65172389	419.485097
2019	3	16	22	19	30	0	-114.105365	72.91360416	419.5412136
2019	3	16	22	19	35	0	-113.4720256	73.17343909	419.5961699
2019	3	16	22	19	40	0	-112.8188714	73.43113317	419.6497459
2019	3	16	22	19	45	0	-112.1451387	73.68658564	419.7017571
2019	3	16	22	19	50	0	-111.4500378	73.93969026	419.7523071
2019	3	16	22	19	55	0	-110.7327534	74.19033494	419.8016464
2019	3	16	22	20	0	0	-109.9924459	74.43840151	419.8497699
2019	3	16	22	20	5	0	-109.2282515	74.6837654	419.8964696
2019	3	16	22	20	10	0	-108.4392844	74.9262953	419.9417637
2019	3	16	22	20	15	0	-107.6246384	75.16585289	419.9856895
2019	3	16	22	20	20	0	-106.7833891	75.4022925	420.0282652
2019	3	16	22	20	25	0	-105.9145972	75.63546083	420.0696903
2019	3	16	22	20	30	0	-105.0173119	75.86519663	420.1099655
2019	3	16	22	20	35	0	-104.0905752	76.09133047	420.1488054
2019	3	16	22	20	40	0	-103.1334276	76.31368444	420.1864141
2019	3	16	22	20	45	0	-102.1449138	76.53207195	420.2232696
2019	3	16	22	20	50	0	-101.1240899	76.74629754	420.25913
2019	3	16	22	20	55	0	-100.0700321	76.95615676	420.2934836
2019	3	16	22	21	0	0	-98.98184595	77.16143609	420.3266298
2019	3	16	22	21	5	0	-97.85867704	77.36191293	420.3582166
2019	3	16	22	21	10	0	-96.69972337	77.55735572	420.3875022
2019	3	16	22	21	15	0	-95.50424863	77.74752411	420.4153511
2019	3	16	22	21	20	0	-94.2715972	77.93216931	420.4435022
2019	3	16	22	21	25	0	-93.0012102	78.11103449	420.4708132
2019	3	16	22	21	30	0	-91.69264301	78.28385544	420.4954829
2019	3	16	22	21	35	0	-90.34558372	78.45036133	420.5181102
2019	3	16	22	21	40	0	-88.95987251	78.61027568	420.5406948
2019	3	16	22	21	45	0	-87.53552158	78.76331751	420.5627193
2019	3	16	22	21	50	0	-86.07273528	78.90920276	420.5828788
2019	3	16	22	21	55	0	-84.57192993	79.04764588	420.6010059
2019	3	16	22	22	0	0	-83.03375275	79.17836162	420.6173713
2019	3	16	22	22	5	0	-81.45909931	79.30106713	420.6323348
2019	3	16	22	22	10	0	-79.84912869	79.41548418	420.6466651
2019	3	16	22	22	15	0	-78.20527574	79.52134157	420.6610115
2019	3	16	22	22	20	0	-76.52925943	79.61837778	420.6743322
2019	3	16	22	22	25	0	-74.82308675	79.70634361	420.6867268
2019	3	16	22	22	30	0	-73.08905136	79.78500499	420.6982941
2019	3	16	22	22	35	0	-71.32972637	79.85414572	420.7085272
2019	3	16	22	22	40	0	-69.54795102	79.91357022	420.7165189
2019	3	16	22	22	45	0	-67.74681089	79.96310607	420.7219239
2019	3	16	22	22	50	0	-65.92961179	80.00260642	420.7251093
2019	3	16	22	22	55	0	-64.09984775	80.03195208	420.7264839
2019	3	16	22	23	0	0	-62.26116354	80.05105329	420.7263753
2019	3	16	22	23	5	0	-60.4173129	80.05985102	420.7249136
2019	3	16	22	23	10	0	-58.57211338	80.05831797	420.7221365
2019	3	16	22	23	15	0	-56.72939931	80.04645888	420.7184044
2019	3	16	22	23	20	0	-54.89297415	80.02431057	420.7138681
2019	3	16	22	23	25	0	-53.0665639	79.99194127	420.7080741
2019	3	16	22	23	30	0	-51.25377279	79.94944965	420.7010142
2019	3	16	22	23	35	0	-49.45804267	79.89696331	420.6930949
2019	3	16	22	23	40	0	-47.6826171	79.83463692	420.6839648
2019	3	16	22	23	45	0	-45.93051102	79.76265001	420.6732038
2019	3	16	22	23	50	0	-44.20448647	79.68120457	420.6611587
2019	3	16	22	23	55	0	-42.50703477	79.59052239	420.6481091
2019	3	16	22	24	0	0	-40.84036498	79.49084231	420.6337575
2019	3	16	22	24	5	0	-39.20639855	79.38241748	420.6181973
2019	3	16	22	24	10	0	-37.60676951	79.26551257	420.6016355
2019	3	16	22	24	15	0	-36.04282984	79.14040113	420.583913
2019	3	16	22	24	20	0	-34.51565901	79.00736301	420.5647934
2019	3	16	22	24	25	0	-33.02607721	78.86668199	420.544327
2019	3	16	22	24	30	0	-31.57466124	78.71864361	420.5228782
2019	3	16	22	24	35	0	-30.16176249	78.56353316	420.5006104
2019	3	16	22	24	40	0	-28.78752623	78.40163396	420.4775036
2019	3	16	22	24	45	0	-27.45191151	78.23322577	420.4531093
2019	3	16	22	24	50	0	-26.15471133	78.05858351	420.4272101
2019	3	16	22	24	55	0	-24.89557242	77.87797614	420.400516
2019	3	16	22	25	0	0	-23.67401436	77.69166576	420.3732194
2019	3	16	22	25	5	0	-22.48944782	77.49990686	420.3444707
2019	3	16	22	25	10	0	-21.3411916	77.30294578	420.3129816
2019	3	16	22	25	15	0	-20.22848841	77.10102028	420.2787942
2019	3	16	22	25	20	0	-19.15051935	76.89435927	420.2432581
2019	3	16	22	25	25	0	-18.10641697	76.68318267	420.207225
2019	3	16	22	25	30	0	-17.09527697	76.46770131	420.169596
2019	3	16	22	25	35	0	-16.11616866	76.24811696	420.1294013
2019	3	16	22	25	40	0	-15.16814403	76.02462243	420.087709
2019	3	16	22	25	45	0	-14.25024578	75.7974017	420.0453699
2019	3	16	22	25	50	0	-13.3615142	75.56663016	420.0019153
2019	3	16	22	25	55	0	-12.50099301	75.33247478	419.9575017
2019	3	16	22	26	0	0	-11.66773436	75.09509442	419.9128626
2019	3	16	22	26	5	0	-10.86080301	74.85464008	419.8675489
2019	3	16	22	26	10	0	-10.0792797	74.61125522	419.8206932
2019	3	16	22	26	15	0	-9.322264007	74.36507605	419.7724958
2019	3	16	22	26	20	0	-8.588876515	74.11623184	419.7232974
2019	3	16	22	26	25	0	-7.878260557	73.86484525	419.6728025
2019	3	16	22	26	30	0	-7.189583513	73.61103259	419.6209008
2019	3	16	22	26	35	0	-6.522037734	73.3549042	419.5677765
2019	3	16	22	26	40	0	-5.874841149	73.09656465	419.5134902
2019	3	16	22	26	45	0	-5.24723761	72.83611313	419.4581657
2019	3	16	22	26	50	0	-4.638497005	72.57364365	419.4017957
2019	3	16	22	26	55	0	-4.047915179	72.30924534	419.34414
2019	3	16	22	27	0	0	-3.474813705	72.04300273	419.2853445
2019	3	16	22	27	5	0	-2.91853952	71.77499596	419.2258068
2019	3	16	22	27	10	0	-2.378464456	71.50530102	419.1653648
2019	3	16	22	27	15	0	-1.853984698	71.23399002	419.1038313
2019	3	16	22	27	20	0	-1.344520162	70.96113134	419.0416249
2019	3	16	22	27	25	0	-0.849513836	70.6867899	418.9786568
2019	3	16	22	27	30	0	-0.368431078	70.4110273	418.9143782
2019	3	16	22	27	35	0	0.099241105	70.13390201	418.8488139
2019	3	16	22	27	40	0	0.553994796	69.85546959	418.7821922
2019	3	16	22	27	45	0	0.996301919	69.57578279	418.7142439
2019	3	16	22	27	50	0	1.426614981	69.29489175	418.6450389
2019	3	16	22	27	55	0	1.845367817	69.01284412	418.5750209
2019	3	16	22	28	0	0	2.252976323	68.72968521	418.5039393
2019	3	16	22	28	5	0	2.649839174	68.44545812	418.4312499
2019	3	16	22	28	10	0	3.036338533	68.16020385	418.3574362
2019	3	16	22	28	15	0	3.412840739	67.87396144	418.2830636
2019	3	16	22	28	20	0	3.779696967	67.58676805	418.2081368
2019	3	16	22	28	25	0	4.137243887	67.29865908	418.1326315
2019	3	16	22	28	30	0	4.485804281	67.00966825	418.0563128
2019	3	16	22	28	35	0	4.82568765	66.7198277	417.9783436
2019	3	16	22	28	40	0	5.157190798	66.4291681	417.8986506
2019	3	16	22	28	45	0	5.480598388	66.13771868	417.8180085
2019	3	16	22	28	50	0	5.796183479	65.84550733	417.736652
2019	3	16	22	28	55	0	6.104208048	65.5525607	417.6544951
2019	3	16	22	29	0	0	6.404923473	65.25890422	417.5717631
2019	3	16	22	29	5	0	6.698571016	64.96456217	417.4882852
2019	3	16	22	29	10	0	6.985382268	64.66955778	417.4033121
2019	3	16	22	29	15	0	7.265579584	64.37391325	417.3168078
2019	3	16	22	29	20	0	7.539376496	64.07764978	417.2291982
2019	3	16	22	29	25	0	7.806978107	63.7807877	417.1405526
2019	3	16	22	29	30	0	8.068581466	63.48334643	417.051309
2019	3	16	22	29	35	0	8.32437593	63.18534458	416.9619824
2019	3	16	22	29	40	0	8.5745435	62.88679996	416.8716322
2019	3	16	22	29	45	0	8.819259155	62.58772965	416.7795265
2019	3	16	22	29	50	0	9.058691158	62.28815	416.6866684
2019	3	16	22	29	55	0	9.293001354	61.98807669	416.5942445
2019	3	16	22	30	0	0	9.522345449	61.68752476	416.5016782
2019	3	16	22	30	5	0	9.746873288	61.38650865	416.408225
2019	3	16	22	30	10	0	9.966729101	61.0850422	416.3140136
2019	3	16	22	30	15	0	10.18205175	60.78313871	416.2188965
2019	3	16	22	30	20	0	10.39297498	60.48081094	416.1223731
2019	3	16	22	30	25	0	10.59962759	60.17807117	416.0247647
2019	3	16	22	30	30	0	10.80213372	59.87493117	415.9267533
2019	3	16	22	30	35	0	11.00061298	59.57140227	415.8283764
2019	3	16	22	30	40	0	11.19518068	59.26749538	415.7294588
2019	3	16	22	30	45	0	11.38594801	58.96322097	415.6299238
2019	3	16	22	30	50	0	11.57302221	58.65858913	415.5295227
2019	3	16	22	30	55	0	11.75650673	58.35360956	415.4280811
2019	3	16	22	31	0	0	11.93650139	58.04829161	415.325694
2019	3	16	22	31	5	0	12.11310255	57.74264428	415.2224818
2019	3	16	22	31	10	0	12.28640321	57.43667625	415.1183765
2019	3	16	22	31	15	0	12.4564932	57.13039586	415.0135489
2019	3	16	22	31	20	0	12.62345927	56.82381119	414.9083316
2019	3	16	22	31	25	0	12.78738525	56.51692999	414.8028476
2019	3	16	22	31	30	0	12.94835213	56.20975976	414.69709
2019	3	16	22	31	35	0	13.10643819	55.90230773	414.5909969
2019	3	16	22	31	40	0	13.26171912	55.59458089	414.4844298
2019	3	16	22	31	45	0	13.41426813	55.28658596	414.3771829
2019	3	16	22	31	50	0	13.564156	54.97832946	414.2690698
2019	3	16	22	31	55	0	13.71145123	54.66981767	414.1601343
2019	3	16	22	32	0	0	13.85622012	54.36105666	414.0505863
2019	3	16	22	32	5	0	13.9985268	54.05205231	413.9406078
2019	3	16	22	32	10	0	14.1384334	53.74281028	413.8302506
2019	3	16	22	32	15	0	14.27600006	53.43333608	413.7193738
2019	3	16	22	32	20	0	14.41128505	53.123635	413.6079386
2019	3	16	22	32	25	0	14.5443448	52.81371219	413.4959336
2019	3	16	22	32	30	0	14.67523401	52.50357261	413.3832121
2019	3	16	22	32	35	0	14.80400568	52.19322109	413.2697795
2019	3	16	22	32	40	0	14.93071119	51.88266228	413.1560792
2019	3	16	22	32	45	0	15.05540039	51.5719007	413.042262
2019	3	16	22	32	50	0	15.17812158	51.26094073	412.9280229
2019	3	16	22	32	55	0	15.29892165	50.9497866	412.8133271
2019	3	16	22	33	0	0	15.41784608	50.63844243	412.6986286
2019	3	16	22	33	5	0	15.53493901	50.3269122	412.5839918
2019	3	16	22	33	10	0	15.65024329	50.01519978	412.4689416
2019	3	16	22	33	15	0	15.76380049	49.70330893	412.3530803
2019	3	16	22	33	20	0	15.87565103	49.39124328	412.237006
2019	3	16	22	33	25	0	15.98583412	49.07900636	412.1214945
2019	3	16	22	33	30	0	16.09438788	48.76660161	412.0066418
2019	3	16	22	33	35	0	16.20134933	48.45403237	411.8913438
2019	3	16	22	33	40	0	16.30675445	48.14130186	411.7750723
2019	3	16	22	33	45	0	16.41063823	47.82841324	411.6584012
2019	3	16	22	33	50	0	16.51303467	47.51536956	411.541837
2019	3	16	22	33	55	0	16.61397683	47.2021738	411.425358
2019	3	16	22	34	0	0	16.71349688	46.88882885	411.308795
2019	3	16	22	34	5	0	16.8116261	46.57533752	411.1920576
2019	3	16	22	34	10	0	16.90839492	46.26170254	411.0751047
2019	3	16	22	34	15	0	17.00383296	45.94792658	410.9579409
2019	3	16	22	34	20	0	17.09796905	45.63401224	410.8405916
2019	3	16	22	34	25	0	17.19083126	45.31996203	410.7230788
2019	3	16	22	34	30	0	17.2824469	45.00577841	410.6055188
